ISO3,ID,add_or_remove,acaps_category,acaps_measure,acaps_comments,source,start_date,end_date,affected_pcodes,compliance_level,can_be_modelled,final_input,npis_linked,OCHA_comments
SDN,10043.0,add,Social distancing,Limit public gatherings,"The authorities ordered the closure of shops and the markets of Port Sudan on 3 pm every day. Bakeries, pharmacies, and health institutions are excluded.|admin level name: The Red Sea State|targeted pop group: No|",All Africa|source type: Media|link: https://allafrica.com/stories/202005040361.html|,1588291200000000000,,,,,,,
SDN,10044.0,add,Social distancing,Limit public gatherings,"Banned gatherings, the collective breaking of the Ramadan fasting, and congregational prayers in all mosques and squares on Thursday until further notice.|admin level name: Kassala|targeted pop group: No|",All Africa|source type: Media|link: https://allafrica.com/stories/202005040361.html|,1588204800000000000,,,,,,,
SDN,11301.0,add,Lockdown,Partial lockdown,"Sudan has extended a lockdown on the capital, Khartoum, by an additional two weeks to prevent the spread of coronavirus.|admin level name: Khartoum|targeted pop group: No|non compliance: Up to detention",BBC|source type: Media|link: https://www.bbc.com/news/live/world-africa-47639452|,1589846400000000000,,,,,,,
SDN,11776.0,add,Movement restrictions,International flights suspension,"The closure of airports for international and domestic flights was extended until 31 May 2020. This excludes scheduled cargo, humanitarian aid and technical and humanitarian support flights; airlines operating in the oil fields; and evacuation flights for foreign nationals.||targeted pop group: No|non compliance: Not applicable",Relief Web |source type: Other organisations|link: https://reliefweb.int/report/sudan/sudan-situation-report-21-may-2020-enar|,1589673600000000000,,,,,,,
SDN,11777.0,add,Movement restrictions,Domestic travel restrictions,"The closure of airports for international and domestic flights was extended until 31 May 2020. This excludes scheduled cargo, humanitarian aid and technical and humanitarian support flights; airlines operating in the oil fields; and evacuation flights for foreign nationals.||targeted pop group: No|non compliance: Not applicable",Relief Web |source type: Other organisations|link: https://reliefweb.int/report/sudan/sudan-situation-report-21-may-2020-enar|,1589673600000000000,,,,,,,
SDN,13031.0,add,Lockdown,Partial lockdown,Sudan decided Monday to extend a partial lockdown imposed in the capital Khartoum since March for an additional 14 (until 18 June) days to stem the spread of the novel coronavirus.  |admin level name: Khartoum|targeted pop group: No|non compliance: Up to detention,AA|source type: Media|link: https://www.aa.com.tr/en/africa/covid-19-sudan-extends-partial-lockdown-until-june-18/1861417|,1591142400000000000,,,,,,,
SDN,13032.0,add,Movement restrictions,International flights suspension,"Sudan will keep its airports closed for both internal and international flights until June 14, the state news agency SUNA said on Sunday.||targeted pop group: No|non compliance: Not applicable",Radio Tamazuj|source type: Media|link: https://radiotamazuj.org/en/news/article/sudan-airports-to-remain-closed-until-june-14|,1590883200000000000,,,,,,,
SDN,13033.0,add,Movement restrictions,Domestic travel restrictions,"Sudan will keep its airports closed for both internal and international flights until June 14, the state news agency SUNA said on Sunday.||targeted pop group: No|non compliance: Not applicable",Radio Tamazuj|source type: Media|link: https://radiotamazuj.org/en/news/article/sudan-airports-to-remain-closed-until-june-14|,1590883200000000000,,,,,,,
SDN,13034.0,add,Movement restrictions,Curfews,Sudan has extended its curfew for two weeks in an effort to curb the spread of the Covid-19 pandemic. The Security and Defence Council approved the extension of the curfew in the capital Khartoum until June 18. But it allowed for more movement in the city from 6am to 3pm on condition that residents adhere to safety and health regulations.||targeted pop group: No|non compliance: Up to detention,All Africa|source type: Media|link: https://allafrica.com/stories/202006040198.html|,1591142400000000000,,,,,,,
SDN,14737.0,add,Movement restrictions,International flights suspension,"Sudan extends the closure of airports for international and domestic passenger flights until 12 July 2020. This excludes repatriation flights; scheduled cargo, humanitarian aid and technical and humanitarian support flights; airlines operating in the oil fields; and evacuation flights for foreign nationals.||targeted pop group: No|non compliance: Not applicable",Relief web|source type: Other organisations|link: https://reliefweb.int/report/sudan/sudan-situation-report-2-july-2020-enar|,1593302400000000000,,,,,,,
SDN,14738.0,add,Lockdown,Partial lockdown,Sudan is extending a lockdown in the state of Khartoum aimed at curbing the spread of the new coronavirus by one week until July 7|admin level name: Khartoum|targeted pop group: No|non compliance: Not available,Reuters|source type: Media|link: https://www.reuters.com/article/us-health-coronavirus-sudan/sudan-extends-coronavirus-lockdown-in-khartoum-state-idUSKBN23Z0TG|,1593388800000000000,,,,,,,
,,,,,,,2020-06-03,2020-07-07,['SD01007'],50.0,Yes,Yes,"CO1,13034",Lockdown in Khartoum State extended to 7 July: Authorities have announced that the lockdown in Khartoum state has been extended until 7 July with a curfew from 0600 to 1500. Starting 8 July there will be a gradual return to work for specific institutions in coordination with the Ministry of Health and movement will be allowed from 0500 to 1800.
,,,,,,,2020-03-17,,['SD'],100.0,Yes,Yes,818,"schools in most states will open for grade 8 testing next week. Grade eight examinations to commence in mid-July: Last week six states (West Darfur, Khartoum, Kassala, Gedaref, White Nile, West Kordofan) announced that the grade eight examinations will take place from 12-17 July for five to eight days. Another five states (El Gezira, River Nile, Northern, Sennar and Central Darfur) completed the grade eight examinations before schools closed in March before schools closed. Grade eight exams are the responsibility of the state, while grade 11 exams (to secondary school) is a national responsibility."
,,,,,,,2020-05-01,,"['SD08', 'SD06', 'SD05', 'SD12', 'SD15', 'SD11', 'SD16', 'SD14', 'SD03']",50.0,Yes,Yes,,All curfews reported by the CO in CO1...CO15
,,,,,,,2020-05-01,2020-07-02,['SD02'],50.0,Yes,Yes,CO10,All curfews reported by the CO in CO1...CO15
,,,,,,,2020-05-01,,"['SD08', 'SD06', 'SD15', 'SD14', 'SD03']",50.0,Yes,Yes,"CO2,CO3,, CO6, CO12, CO13",
,,,,,,,2020-05-01,,"['SD08', 'SD06', 'SD11', 'SD03', 'SD07']",50.0,Yes,Yes,"CO2,CO3, CO8, CO13, CO14",
,,,,,,,2020-05-01,2020-07-02,['SD02'],50.0,Yes,Yes,CO9,
,,,,,,,2020-05-01,,"['SD08', 'SD06', 'SD05', 'SD12', 'SD15', 'SD11', 'SD13', 'SD03']",50.0,Yes,Yes,"CO2,CO3, CO4, CO5,CO6, CO8, CO11, CO13",
